english,japanese,detail,sample
lease,賃貸借契約、リース,「賃貸借契約」を表す語。制度・法律・組織に関わる場面で使う。 ,"The contract defines the lease in plain language."
imply,～を暗示する,直接言わずに意味を含ませる語。発言・事実が暗示する。 ,"His tone may imply anger."
expansion,拡大,「拡大」を表す語。行為・過程・結果を名詞で表す。 ,"A short story illustrated expansion clearly."
core,中心、核心,「中心」を表す語。人の性質・感情・状態を表す抽象語。 ,"The teacher chose a core example."
dispute,論争、異議を唱える,「論争」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The checklist included the dispute at the end."
marketing,市場での売買,「市場での売買」を表す語。人・物の性質・状態を表す形容詞。 ,"A marketing trend appeared in sales."
consent,同意、同意する,「同意」を表す語。人・物の性質・状態を表す形容詞。 ,"The coach praised a consent effort."
decade,10年間,「10年間」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The calendar marked the decade in blue."
prescribe,～を処方する、規定する,「処方する」を表す語。動きや変化を表し、比喩にも広がる。 ,"The training video shows how to prescribe it safely."
participation,参加,「参加」を表す語。行為・過程・結果を名詞で表す。 ,"The team will participation the sketch before Friday."
plot,筋、陰謀、土地,「筋」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The note explained the plot in plain words."
therapy,治療,「治療」を表す語。人・物の性質・状態を表す形容詞。 ,"The editor marked a therapy phrase."
cooperation,協力,「協力」を表す語。行為・過程・結果を名詞で表す。 ,"A short story illustrated cooperation clearly."
transition,移行、変遷,「移行」を表す語。行為・過程・結果を名詞で表す。 ,"The policy raised questions about transition."
dimension,寸法、側面,「寸法」を表す語。行為・過程・結果を名詞で表す。 ,"The committee discussed dimension for an hour."
mixture,混ぜ合わせること,「混ぜ合わせること」を表す語。状態やまとまりを名詞で表す。 ,"The presenter pointed to the mixture on the slide."
undertake,～を引き受ける,「引き受ける」を表す語。動きや変化を表し、比喩にも広がる。 ,"The guide showed us how to undertake it."
attribute,属性、～のせいにする,「属性」を表す語。人の性質・感情・状態を表す抽象語。 ,"The room felt attribute after the announcement."
legislative,立法の,「立法の」を表す語。人・物の性質・状態を表す形容詞。 ,"The legislative committee met at noon."
corporate,企業の、法人の,「企業の」を表す語。ビジネスや取引の文脈でよく使う。 ,"She felt corporate."
mortgage,住宅ローン、抵当,「住宅ローン」を表す語。状態やまとまりを名詞で表す。 ,"The manual listed the mortgage under tools."
peak,山頂,具体的な物・場所を指す語。「山頂」を場面の名詞として使う。 ,"The ranger marked the peak on the map."
correspond,一致する、文通する,「一致する」を表す語。動きや変化を表し、比喩にも広がる。 ,"The note explained the correspond in plain words."
compute,～を計算する,「計算する」を表す語。動きや変化を表し、比喩にも広がる。 ,"The training video shows how to compute it safely."
panel,委員会、板、パネル,「委員会」を表す語。制度・法律・組織に関わる場面で使う。 ,"The contract defines the panel in plain language."
clause,条項、節,「条項」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The team checked the clause before leaving."
abuse,乱用、虐待する,「乱用」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"They tried to abuse the reservation after lunch."
copper,銅,「銅」を表す語。その役割を持つ人・物を表す名詞。 ,"The presenter pointed to the copper on the slide."
detailed,詳細にわたる,「詳細にわたる」を表す語。動きや変化を表し、比喩にも広がる。 ,"The checklist included the detailed at the end."
label,ラベル、～にラベルを貼る,「ラベル」を表す語。動きや変化を表し、比喩にも広がる。 ,"The article described the label with an example."
necessity,必要性、必需品,「必要性」を表す語。性質・立場・関係を名詞で表す。 ,"The debate revealed necessity after the vote."
specifically,明確に,「明確に」を表す語。動作・状態の程度や方向を補う副詞的な語。 ,"The machine ran specifically after the repair."
extensive,広範囲の,「広範囲の」を表す語。人・物の性質・状態を表す形容詞。 ,"The guide suggested an extensive method."
reverse,逆、逆にする,「逆」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The report connected the reverse to the case."
interior,内部、内装,「内部」を表す語。その役割を持つ人・物を表す名詞。 ,"The note explained the interior in plain words."
creation,創造、創作物,「創造」を表す語。行為・過程・結果を名詞で表す。 ,"Experts can creation the sauce carefully."
beam,梁、光線、笑顔になる,「梁」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"A beam supported the roof."
recognition,認識、承認,「認識」を表す語。行為・過程・結果を名詞で表す。 ,"The survey tracked recognition over several years."
lower,～を下げる、低いほうの,「下げる」を表す語。動きや変化を表し、比喩にも広がる。 ,"Lower the curtain before the show."
disorder,混乱、障害,「混乱」を表す語。その役割を持つ人・物を表す名詞。 ,"The presenter pointed to the disorder on the slide."
consistent,一貫した,「一貫した」を表す語。人・物の性質・状態を表す形容詞。 ,"The teacher chose a consistent example."
contemporary,同時代の、現代の,「同時代の」を表す語。人・物の性質・状態を表す形容詞。 ,"The editor marked a contemporary phrase."
necessarily,必ず,「必ず」を表す語。動作・状態の程度や方向を補う副詞的な語。 ,"The guard moved necessarily along the hallway."
outcome,結果,「結果」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"A photo showed the outcome beside the road."
pension,年金,「年金」を表す語。行為・過程・結果を名詞で表す。 ,"The committee discussed pension for an hour."
restriction,制限,「制限」を表す語。行為・過程・結果を名詞で表す。 ,"The article linked restriction to climate change."
prime,主要な、最盛期の,「主要な」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The room had a prime feeling."
mill,製粉所、工場,「製粉所」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The mill opened early for visitors."
identification,身分証明、識別,「身分証明」を表す語。行為・過程・結果を名詞で表す。 ,"The lecture explored identification through real cases."
assure,～を保証する、安心させる,「保証する」を表す語。動きや変化を表し、比喩にも広がる。 ,"Please assure it after checking the instructions."
parliament,議会,「議会」を表す語。行為・過程・結果を名詞で表す。 ,"The debate revealed parliament after the vote."
priority,優先事項,「優先事項」を表す語。性質・立場・関係を名詞で表す。 ,"The study measured priority across three groups."
seal,印章、封をする,「印章」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"Workers need to seal the trail marker safely."
transmission,伝達、送信,「伝達」を表す語。行為・過程・結果を名詞で表す。 ,"The policy raised questions about transmission."
significantly,意味ありげに,「意味ありげに」を表す語。動作・状態の程度や方向を補う副詞的な語。 ,"The child listened significantly during the story."
sustain,～を維持する、支える,「維持する」を表す語。動きや変化を表し、比喩にも広がる。 ,"Workers learned to sustain it during practice."
justify,～を正当化する,「正当化する」を表す語。動きや変化を表し、比喩にも広がる。 ,"The guide showed us how to justify it."
interpret,～を解釈する、通訳する,「解釈する」を表す語。よく見て判断・理解する動きを表す。 ,"They decided to interpret it before noon."
segment,部分、区分,「部分」を表す語。行為・過程・結果を名詞で表す。 ,"The lecture explored segment through real cases."
acquisition,獲得、買収,「獲得」を表す語。行為・過程・結果を名詞で表す。 ,"Her essay connected acquisition with daily life."
troop,部隊、群れ,具体的な物・場所を指す語。「部隊」を場面の名詞として使う。 ,"A diagram showed the troop clearly."
convert,～を変換する、改宗する,「変換する」を表す語。対象を別の状態へ変える動きを表す。 ,"The guide showed us how to convert it."
legislature,立法府,「立法府」を表す語。状態やまとまりを名詞で表す。 ,"The visitor noticed the legislature near the doorway."
faculty,学部、能力,「学部」を表す語。人・物の性質・状態を表す形容詞。 ,"The class found a faculty pattern in the story."
translation,翻訳,「翻訳」を表す語。行為・過程・結果を名詞で表す。 ,"The committee discussed translation for an hour."
earnings,収益、所得,「収益」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The article described the earnings with an example."
bearing,関係、態度、方位,「関係」を表す語。人・物の性質・状態を表す形容詞。 ,"The coach praised a bearing effort."
cable,太綱,「太綱」を表す語。人・物の性質・状態を表す形容詞。 ,"The sign gave a cable warning."
psychology,心理学,「心理学」を表す語。人・物の性質・状態を表す形容詞。 ,"A psychology question started the debate."
preliminary,予備の,「予備の」を表す語。人・物の性質・状態を表す形容詞。 ,"The report noted a preliminary pattern."
evil,悪、邪悪な,「悪」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The teacher chose an evil example."
comprehensive,包括的な,「包括的な」を表す語。人・物の性質・状態を表す形容詞。 ,"The editor marked a comprehensive phrase."
deputy,代理、副～,「代理」を表す語。人・物の性質・状態を表す形容詞。 ,"The committee made a deputy decision."
penalty,罰、違約金,「罰」を表す語。人・物の性質・状態を表す形容詞。 ,"The teacher chose a penalty example."
extract,～を取り出す、抜粋,「取り出す」を表す語。動きや変化を表し、比喩にも広がる。 ,"Please extract it after checking the instructions."
profile,横顔、人物紹介,「横顔」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The screen displayed the profile after the update."
intellectual,知的な、知識人,「知的な」を表す語。人・物の性質・状態を表す形容詞。 ,"The room had an intellectual feeling."
deem,～とみなす,「みなす」を表す語。動きや変化を表し、比喩にも広がる。 ,"The article described the deem with an example."
wheat,小麦,具体的な物・場所を指す語。「小麦」を場面の名詞として使う。 ,"The chef added the wheat to the bowl."
implication,含意、影響,「含意」を表す語。行為・過程・結果を名詞で表す。 ,"Her essay connected implication with daily life."
servant,使用人、公務員,「使用人」を表す語。人・物の性質・状態を表す形容詞。 ,"A servant color filled the evening sky."
threaten,～を脅す、恐れがある,「脅す」を表す語。動きや変化を表し、比喩にも広がる。 ,"They tried to threaten the sauce after lunch."
partnership,協力関係、共同事業,「協力関係」を表す語。性質・立場・関係を名詞で表す。 ,"A partnership melody filled the hall."
universal,普遍的な,「普遍的な」を表す語。人・物の性質・状態を表す形容詞。 ,"The symbol has universal meaning."
criticism,批判、批評,「批判」を表す語。性質・立場・関係を名詞で表す。 ,"The committee discussed criticism for an hour."
stability,安定,「安定」を表す語。性質・立場・関係を名詞で表す。 ,"The article linked stability to climate change."
devote,～をささげる,「ささげる」を表す語。動きや変化を表し、比喩にも広がる。 ,"The guide showed us how to devote it."
regulate,～を規制する、調整する,「規制する」を表す語。動きや変化を表し、比喩にも広がる。 ,"They decided to regulate it before noon."
corresponding,一致する,「一致する」を表す語。動きや変化を表し、比喩にも広がる。 ,"The checklist included the corresponding at the end."
satisfactory,満足のいく,「満足のいく」を表す語。動きや変化を表し、比喩にも広がる。 ,"The satisfactory opened early for visitors."
enhance,～を高める,「高める」を表す語。動きや変化を表し、比喩にも広がる。 ,"The debate revealed enhance after the vote."
found,～を設立する,基礎を置くイメージ。findの過去形ではなく「設立する」。 ,"The guide showed us how to found it."
privilege,特権、光栄,「特権」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The manual listed the privilege under tools."
execute,～を実行する、処刑する,決めたことを実行に移す語。法律では処刑する意味もある。 ,"Please execute the contract before the next step."
theme,主題,「主題」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The note explained the theme in plain words."
willing,進んで～する,「進んで～する」を表す語。動きや変化を表し、比喩にも広がる。 ,"A willing color filled the evening sky."
margin,余白、差、利幅,「余白」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"A diagram showed the margin clearly."
retirement,退職、引退,「退職」を表す語。行為・過程・結果を名詞で表す。 ,"The survey tracked retirement over several years."
supplement,補足、栄養補助剤,「補足」を表す語。行為・過程・結果を名詞で表す。 ,"The lecture explored supplement through real cases."
discipline,規律、学問分野,「規律」を表す語。科学・学問分野の文脈で使われる。 ,"The calendar marked the discipline in blue."
practically,実質的には,「実質的には」を表す語。動作・状態の程度や方向を補う副詞的な語。 ,"She spoke practically to the visitor."
modification,修正、変更,「修正」を表す語。行為・過程・結果を名詞で表す。 ,"The study measured modification across three groups."
illustration,図解、例,「図解」を表す語。行為・過程・結果を名詞で表す。 ,"A short story illustrated illustration clearly."
cooperative,協力的な,「協力的な」を表す語。人・物の性質・状態を表す形容詞。 ,"The teacher chose a cooperative example."
alter,～を変える,「変える」を表す語。対象を別の状態へ変える動きを表す。 ,"Please alter it after checking the instructions."
liberal,自由主義の、寛大な,「自由主義の」を表す語。人・物の性質・状態を表す形容詞。 ,"The report noted a liberal pattern."
detect,～を発見する,「発見する」を表す語。動きや変化を表し、比喩にも広がる。 ,"The guide showed us how to detect it."
evolution,進化、発展,「進化」を表す語。行為・過程・結果を名詞で表す。 ,"The survey tracked evolution over several years."
superintendent,監督者、管理人,「監督者」を表す語。人・物の性質・状態を表す形容詞。 ,"The team chose a superintendent route."
withdraw,引き下がる、～を引き出す,「引き下がる」を表す語。動きや変化を表し、比喩にも広がる。 ,"The team will withdraw the sketch before Friday."
infant,乳児,「乳児」を表す語。人・物の性質・状態を表す形容詞。 ,"The infant slept quietly."
residence,住居,「住居」を表す語。行為・過程・結果を名詞で表す。 ,"The study measured residence across three groups."
readily,すぐに、快く,「すぐに」を表す語。動作・状態の程度や方向を補う副詞的な語。 ,"The guard moved readily along the hallway."
prior,前の、優先する,「前の」を表す語。その役割を持つ人・物を表す名詞。 ,"The article described the prior with an example."
capability,能力,「能力」を表す語。性質・立場・関係を名詞で表す。 ,"The committee discussed capability for an hour."
soviet,ソビエトの,「ソビエトの」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The artist used a soviet color."
originally,もとは,「もとは」を表す語。動作・状態の程度や方向を補う副詞的な語。 ,"The singer paused originally before the chorus."
virtue,美徳、長所,「美徳」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The report connected the virtue to the case."
prohibit,～を禁止する,「禁止する」を表す語。動きや変化を表し、比喩にも広がる。 ,"The training video shows how to prohibit it safely."
accordingly,従って,「従って」を表す語。動作・状態の程度や方向を補う副詞的な語。 ,"The team worked accordingly through the night."
conversion,変換、転換,「変換」を表す語。行為・過程・結果を名詞で表す。 ,"The debate revealed conversion after the vote."
perceive,～を知覚する,「知覚する」を表す語。動きや変化を表し、比喩にも広がる。 ,"The guide showed us how to perceive it."
edit,～を編集する,「編集する」を表す語。対象を別の状態へ変える動きを表す。 ,"They decided to edit it before noon."
width,幅,「幅」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The presenter pointed to the width on the slide."
equity,公平、株式資本,「公平」を表す語。性質・立場・関係を名詞で表す。 ,"Equity matters in education."
essentially,本質的に,「本質的に」を表す語。動作・状態の程度や方向を補う副詞的な語。 ,"The boat drifted essentially across the lake."
perception,認識、知覚,「認識」を表す語。行為・過程・結果を名詞で表す。 ,"The speaker defined perception with a simple example."
cease,やむ、～をやめる,「やむ」を表す語。動きや変化を表し、比喩にも広がる。 ,"A photo showed the cease beside the road."
transmit,～を送る、伝える,「送る」を表す語。動きや変化を表し、比喩にも広がる。 ,"The training video shows how to transmit it safely."
acute,鋭い、急性の,先が鋭いイメージ。鋭い痛み、急性、鋭敏さに使う。 ,"The chart recorded the acute carefully."
functional,機能的な,「機能的な」を表す語。人・物の性質・状態を表す形容詞。 ,"The teacher chose a functional example."
desirable,望ましい,「望ましい」を表す語。人・物の性質・状態を表す形容詞。 ,"The editor marked a desirable phrase."
prospect,見込み、眺め,「見込み」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"A diagram showed the prospect clearly."
tribe,部族,「部族」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The team checked the tribe before leaving."
thickness,厚さ,「厚さ」を表す語。性質・状態そのものを名詞で表す。 ,"The committee discussed thickness for an hour."
conventional,従来の、慣習的な,「従来の」を表す語。人・物の性質・状態を表す形容詞。 ,"The report noted a conventional pattern."
dismiss,～を退ける、解雇する,「退ける」を表す語。動きや変化を表し、比喩にも広がる。 ,"The guide showed us how to dismiss it."
delegate,代表者、～を委任する,「代表者」を表す語。動きや変化を表し、比喩にも広がる。 ,"The delegate arrived early for the meeting."
prevention,防止,「防止」を表す語。行為・過程・結果を名詞で表す。 ,"The lecture explored prevention through real cases."
assert,～を主張する,「主張する」を表す語。動きや変化を表し、比喩にも広がる。 ,"Please assert it after checking the instructions."
initiative,主導権、新構想,「主導権」を表す語。人・物の性質・状態を表す形容詞。 ,"The initiative improved safety."
execution,実行,「実行」を表す語。行為・過程・結果を名詞で表す。 ,"The study measured execution across three groups."
sensitive,敏感な、慎重に扱うべき,「敏感な」を表す語。人・物の性質・状態を表す形容詞。 ,"The coach praised a sensitive effort."
radical,急進的な、根本的な,根に関わるほど根本的な語。政治では急進的の意味。 ,"A radical question started the debate."
facilitate,～を容易にする,「容易にする」を表す語。動きや変化を表し、比喩にも広がる。 ,"Please facilitate it after checking the instructions."
dose,服用量、投与量,「服用量」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The team checked the dose before leaving."
commander,指揮官,「指揮官」を表す語。その役割を持つ人・物を表す名詞。 ,"The visitor noticed the commander near the doorway."
vital,不可欠な、生命の,「不可欠な」を表す語。人・物の性質・状態を表す形容詞。 ,"The committee made a vital decision."
confine,～を制限する、閉じ込める,「制限する」を表す語。動きや変化を表し、比喩にも広がる。 ,"The training video shows how to confine it safely."
prevail,広まる、勝る,「広まる」を表す語。動きや変化を表し、比喩にも広がる。 ,"The article described the prevail with an example."
testify,証言する,「証言する」を表す語。動きや変化を表し、比喩にも広がる。 ,"Experts can testify the assignment carefully."
pulse,脈拍、鼓動,「脈拍」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"A photo showed the pulse beside the road."
axis,軸,「軸」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The manual listed the axis under tools."
valid,有効な、妥当な,「有効な」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The teacher chose a valid example."
neglect,～を怠る、無視する,「怠る」を表す語。動きや変化を表し、比喩にも広がる。 ,"Please neglect it after checking the instructions."
supervisor,監督者,「監督者」を表す語。その役割を持つ人・物を表す名詞。 ,"The supervisor arrived early for the workshop."
colonial,植民地の,「植民地の」を表す語。人・物の性質・状態を表す形容詞。 ,"The coach praised a colonial effort."
guideline,指針,具体的な物・場所を指す語。「指針」を場面の名詞として使う。 ,"The team checked the guideline before leaving."
rear,後部、後ろの,「後部」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The team chose a rear route."
colleague,同僚,「同僚」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The presenter pointed to the colleague on the slide."
formerly,以前は,「以前は」を表す語。動作・状態の程度や方向を補う副詞的な語。 ,"She spoke formerly to the visitor."
intent,意図、意図した,「意図」を表す語。人・物の性質・状態を表す形容詞。 ,"The editor marked an intent phrase."
enforce,～を施行する、強制する,「施行する」を表す語。動きや変化を表し、比喩にも広がる。 ,"They decided to enforce it before noon."
inspector,検査官,「検査官」を表す語。その役割を持つ人・物を表す名詞。 ,"A photo showed the inspector beside the road."
identical,同一の,「同一の」を表す語。人・物の性質・状態を表す形容詞。 ,"The committee made an identical decision."
holder,所有者、保持具,「所有者」を表す語。その役割を持つ人・物を表す名詞。 ,"The holder arrived early for the workshop."
consciousness,意識,「意識」を表す語。性質・状態そのものを名詞で表す。 ,"The speaker defined consciousness with a simple example."
bid,入札、努力,「値を申し出る動き」から、入札、努力、命令にも使う。 ,"The guide mentioned the bid near the entrance."
considerably,かなり,「かなり」を表す語。動作・状態の程度や方向を補う副詞的な語。 ,"She spoke considerably to the visitor."
barrier,障壁,「障壁」を表す語。その役割を持つ人・物を表す名詞。 ,"The team checked the barrier before leaving."
completion,完成,「完成」を表す語。行為・過程・結果を名詞で表す。 ,"The debate revealed completion after the vote."
crack,ひび、割れる,「ひび」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The presenter pointed to the crack on the slide."
supervision,監督,「監督」を表す語。行為・過程・結果を名詞で表す。 ,"A short story illustrated supervision clearly."
adoption,採用、養子縁組,「採用」を表す語。行為・過程・結果を名詞で表す。 ,"The policy raised questions about adoption."
anticipate,～を予想する,「予想する」を表す語。動きや変化を表し、比喩にも広がる。 ,"Please anticipate it after checking the instructions."
commonwealth,連邦、公益,「連邦」を表す語。状態やまとまりを名詞で表す。 ,"A photo showed the commonwealth beside the road."
suspend,～を一時停止する、つるす,「一時停止する」を表す語。動きや変化を表し、比喩にも広がる。 ,"The guide showed us how to suspend it."
disposal,処分、自由に使えること,不要物を処分すること。at one’s disposalで自由に使える。 ,"The committee made a disposal decision."
integrate,～を統合する,「統合する」を表す語。動きや変化を表し、比喩にも広がる。 ,"The training video shows how to integrate it safely."
sufficiently,十分に,「十分に」を表す語。動作・状態の程度や方向を補う副詞的な語。 ,"The team worked sufficiently through the night."
equip,～を備えつける,「備えつける」を表す語。動きや変化を表し、比喩にも広がる。 ,"Workers learned to equip it during practice."
correspondence,通信、一致,「通信」を表す語。行為・過程・結果を名詞で表す。 ,"The study measured correspondence across three groups."
violate,～に違反する,「違反する」を表す語。動きや変化を表し、比喩にも広がる。 ,"They decided to violate it before noon."
ultimate,究極の、最終の,「究極の」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The teacher chose an ultimate example."
ultimately,最後に,「最後に」を表す語。動作・状態の程度や方向を補う副詞的な語。 ,"Ultimately, the route needs more time."
veteran,退役軍人、ベテラン,「退役軍人」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The veteran arrived early for the workshop."
gear,装備、歯車,「かみ合って動かす装備」から、歯車・用具・準備に使う。 ,"The driver checked the gear before departure."
availability,入手可能性、都合,「入手可能性」を表す語。性質・立場・関係を名詞で表す。 ,"The availability arrived early for the workshop."
drain,排水する、消耗させる,「排水する」を表す語。動きや変化を表し、比喩にも広がる。 ,"The guide spotted the drain near the trail."
spin,回転する、紡ぐ,「回転する」を表す語。動きや変化を表し、比喩にも広がる。 ,"The report connected the spin to the case."
pine,松、恋い焦がれる,具体的な物・場所を指す語。「松」を場面の名詞として使う。 ,"The note explained the pine in plain words."
conception,概念、妊娠,「概念」を表す語。行為・過程・結果を名詞で表す。 ,"The study measured conception across three groups."
deduction,控除、推論,「控除」を表す語。行為・過程・結果を名詞で表す。 ,"A short story illustrated deduction clearly."
crew,乗組員、作業班,「乗組員」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The crew arrived early for the workshop."
incur,～を負う、招く,「負う」を表す語。動きや変化を表し、比喩にも広がる。 ,"Please incur it after checking the instructions."
eligible,資格のある,「資格のある」を表す語。動きや変化を表し、比喩にも広がる。 ,"The report noted an eligible pattern."
dominate,～を支配する、優位に立つ,「支配する」を表す語。動きや変化を表し、比喩にも広がる。 ,"The guide showed us how to dominate it."
thereafter,その後,「その後」を表す語。動作・状態の程度や方向を補う副詞的な語。 ,"The team worked thereafter after the alarm."
venture,冒険的事業、思い切って行く,「冒険的事業」を表す語。状態やまとまりを名詞で表す。 ,"The teacher asked about the venture after class."
tail,尾、後部,「尾」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"A photo showed the tail beside the road."
